Date,Open,High,Low,Close,Volume
2015-01-02,24.671150729967486,24.68222562747745,23.776353422468404,24.214893341064453,212818400
2015-01-05,23.984547059464486,24.064281582572935,23.346672564388854,23.532718658447266,257142000
2015-01-06,23.596956102061053,23.794077149066176,23.173919944915667,23.534940719604492,263188400
2015-01-07,23.743131155489024,23.964615594214823,23.632388936126123,23.864948272705078,160423600
2015-01-08,24.19274134644537,24.839475377960017,24.075353197005057,24.781888961791992,237458000
2015-01-09,24.95465436316189,25.08311575891223,24.40980277991557,24.808475494384766,214798000
2015-01-12,24.939150509382685,24.94579477298944,24.097510553276788,24.19717788696289,198603200
2015-01-13,24.680015748447666,24.983450095288372,24.121875600672528,24.412019729614258,268367600
2015-01-14,24.15066017595681,24.471811893300426,24.03105839224342,24.318988800048828,195826400
2015-01-15,24.36328659918488,24.376575123869163,23.62352943536436,23.658966064453125,240056000
2015-01-16,23.70547405012303,23.827291140841854,23.30015720986781,23.475130081176758,314053200
2015-01-20,23.884880822409823,24.135159317135944,23.58809248858328,24.079788208007812,199599600
2015-01-21,24.130732158398505,24.598064521947254,23.980122652281484,24.26362419128418,194303600
2015-01-22,24.420878854689395,24.910359345032568,24.301277034591283,24.894855499267578,215185600
2015-01-23,24.872700239309875,25.193851962029953,24.702156295129555,25.0233097076416,185859200
2015-01-26,25.191638510380002,25.32895946484357,24.983444295938444,25.049888610839844,222460000
2015-01-27,24.899282161527914,24.91257237795925,24.14844999016091,24.172813415527344,382274800
2015-01-28,26.053209511761636,26.16173808502866,25.539365768432617,25.539365768432617,585908400
2015-01-29,25.763067251836308,26.39872813532269,25.59473862220585,26.334497451782227,337745600
2015-01-30,26.2237598190242,26.57813460918825,25.8804582377386,25.949119567871094,334982000
2015-02-02,26.146238567717603,26.394300056676855,25.709913954726144,26.27469825744629,250956400
2015-02-03,26.24590221463348,26.376577203589342,26.04878122769849,26.279125213623047,207662800
2015-02-04,26.2459037070971,26.6910878633719,26.203821126664508,26.480676651000977,280598800
2015-02-05,26.687468941440304,26.734165723731444,26.51625362672937,26.669681549072266,168984800
2015-02-06,26.68747462417415,26.738617841332328,26.338371739759072,26.445104598999023,174826400
2015-02-09,26.3606047028478,26.647445716847848,26.333921068225507,26.620763778686523,155559200
2015-02-10,26.720825829820146,27.161096493457006,26.718603465831738,27.13218879699707,248034000
2015-02-11,27.29896027042317,27.777031524322094,27.238924204334104,27.768136978149414,294247200
2015-02-12,28.030523007292487,28.346273490964776,27.921567774388155,28.11946678161621,297898000
2015-02-13,28.301797159379046,28.301797159379046,27.93935331840626,28.257326126098633,217088800
2015-02-17,28.348496165741523,28.65757616660402,28.2217518372926,28.42409896850586,252609600
2015-02-18,28.379614742019832,28.635327356291665,28.339590144164582,28.621986389160156,179566800
2015-02-19,28.568626891018056,28.690924777826144,28.535274464126015,28.56195640563965,149449600
2015-02-20,28.599754534742676,28.79543113708496,28.473011930350665,28.79543113708496,195793600
2015-02-23,28.911049760015914,29.57367706298828,28.83100057360226,29.57367706298828,283896400
2015-02-24,29.560340919676545,29.707098350862747,29.166765406194134,29.389123916625977,276912400
2015-02-25,29.25348046586908,29.262376704916356,28.495237250839907,28.63754653930664,298846800
2015-02-26,28.637556382320206,29.10006257703535,28.152816368187036,29.000001907348633,365150000
2015-02-27,28.906612973058365,29.033358981619905,28.51526312656748,28.56418228149414,248059200
2015-03-02,28.73984377825784,28.96887282281326,28.528603825590125,28.704265594482422,192386800
2015-03-03,28.675357338437337,28.799877571574093,28.4819031113867,28.764299392700195,151265200
2015-03-04,28.706491953319468,28.80877499266501,28.533052544931437,28.581968307495117,126665200
2015-03-05,28.590860736485048,28.628661280150922,27.963809737857854,28.10834312438965,226068400
2015-03-06,28.55083525175208,28.76652330753673,28.074989807114648,28.150590896606445,291368400
2015-03-09,28.45300774554086,28.811006942505834,27.80816743240955,28.270673751831055,354114000
2015-03-10,28.108343142090717,28.288453012050585,27.52798723170783,27.685861587524414,275426400
2015-03-11,27.739232799113434,27.743679224261488,27.15220628481303,27.18111228942871,275756000
2015-03-12,27.196668793831925,27.77257821643837,27.045464939292476,27.672515869140625,193450800
2015-03-13,27.661408145658864,27.88376672931133,27.25671559126983,27.48129653930664,207309200
2015-03-16,27.54577546449357,27.78369903564453,27.32119455940393,27.78369903564453,143497200
2015-03-17,27.99494353231274,28.31069228587761,27.93935389134169,28.248432159423828,204092400
2015-03-18,28.23953321847968,28.71982845602437,28.09944795575962,28.5664005279541,261083600
2015-03-19,28.62866190368054,28.7398411732094,28.328478215244832,28.3507137298584,183238000
2015-03-20,28.517480077372603,28.55083249807218,27.830393067587416,27.994937896728516,274780400
2015-03-23,28.266218632686233,28.42853941926363,28.132802149548414,28.286230087280273,150838800
2015-03-24,28.29067852409887,28.470786706839743,28.141697009126034,28.170604705810547,131369200
2015-03-25,28.137254753092005,28.199514883696004,27.434600830078125,27.434600830078125,206620800
2015-03-26,27.29673429209827,27.76813330160785,27.261156112118154,27.625823974609375,190291600
2015-03-27,27.699206291262012,27.728112293899432,27.33009195662695,27.40569305419922,158184800
2015-03-30,27.58357928791074,28.10612155024622,27.57246068163208,28.099451065063477,188398800
2015-03-31,28.03718408888496,28.126127833374003,27.652504811426518,27.66806983947754,168362400
2015-04-01,27.754796072263535,27.821504320484593,27.37233906824674,27.6280517578125,162485600
2015-04-02,27.801492143796175,27.919341916192426,27.614711756555614,27.865976333618164,128880400
2015-04-06,27.6769735280842,28.35294383449734,27.645843461696742,28.317365646362305,148776000
2015-04-07,28.381847310542977,28.48857847251313,28.012732972076122,28.0194034576416,140049200
2015-04-08,27.98382373895572,28.1061216224908,27.78814882176073,27.928234100341797,149316800
2015-04-09,27.98382066980979,28.146143143202508,27.7192151726219,28.141695022583008,129936000
2015-04-10,28.006059476821086,28.286231732662372,27.852633226625628,28.26177215576172,160752000
2015-04-13,28.544160947811203,28.588635364311845,28.152811190225506,28.2061767578125,145460400
2015-04-14,28.239529743583486,28.30401391271499,27.997159790794043,28.083879470825195,102098400
2015-04-15,28.108339324816825,28.268436022782996,28.01939558386178,28.190610885620117,115881600
2015-04-16,28.079442719869373,28.26177669740899,28.041642166388808,28.054983139038086,113476000
2015-04-17,27.917110962690113,28.048301666251334,27.674739310242384,27.73922348022461,207828000
2015-04-20,27.921562031706713,28.488575295536634,27.832618275676225,28.372949600219727,188217200
2015-04-21,28.48413160080693,28.506365420044734,28.166157110114217,28.219524383544922,129740400
2015-04-22,28.23731052396591,28.65534396850471,28.088330709293473,28.599754333496094,150618000
2015-04-23,28.528610299517798,29.000009466287295,28.493032107668707,28.833240509033203,183083600
2015-04-24,29.015568859420025,29.046698921184287,28.73539491061941,28.9688720703125,178103600
2015-04-27,29.420254251458086,29.602589860344253,29.162317562609108,29.4958553314209,387816800
2015-04-28,29.898324267820577,29.916109961374485,28.810991379817118,29.031124114990234,475696000
2015-04-29,28.94219012909227,29.260161231898245,28.528603083990692,28.604204177856445,253544400
2015-04-30,28.604203542961915,28.604203542961915,27.701428378930867,27.82817268371582,332781600
2015-05-01,28.039406737224382,28.935512924490588,27.861520953663764,28.673128128051758,234050400
