Date,Open,High,Low,Close,Volume,sma_20,sma_200,rsi_14,macd,macd_signal,bb_upper,bb_lower,bb_width,rsi_norm,close_over_sma20,close_over_sma200,bb_position,target
2015-10-16,0.6687081306787244,0.6832875086635889,0.6670071511071883,0.6769697666168213,448396000,0.6098195821046829,0.5268340408802032,80.35974693576775,0.029719393357025115,0.0242216996861922,0.6850504992440991,0.5345886649652667,24.673171983021664,0.8035974693576775,1.1101148380319004,1.2849772681464928,0.9462938048973749,1
2015-10-19,0.6791566867276231,0.6823155577325561,0.6679791520845213,0.6757547855377197,294712000,0.6150195717811584,0.5277978883683682,79.52807470867904,0.030549639498390735,0.02548728764863191,0.6933217999078509,0.5367173436544659,25.4633288823383,0.7952807470867904,1.0987533024041267,1.2803287023878493,0.8878255779534915,1
2015-10-20,0.6728388593573617,0.6779416235949023,0.6677360371865303,0.6747827529907227,264824000,0.620948526263237,0.5287976641952992,78.8252051672419,0.03077443214672715,0.026544716548250958,0.6984926702930951,0.543404382233379,24.976029654665776,0.7882520516724191,1.0866967622122414,1.2760698442523892,0.8471198721773041,1
2015-10-21,0.6789137526268213,0.6830446290896677,0.6648203751691729,0.6660352945327759,386280000,0.6263064444065094,0.5298256824910641,72.60629483348009,0.029902043009641943,0.027216181840529156,0.7006989970543773,0.5519138917586415,23.755959502656122,0.7260629483348009,1.0634335643215578,1.2570838231195203,0.7670216890817034,1
2015-10-22,0.6738109513565413,0.6922781765856695,0.6728390043304405,0.6900912523269653,306884000,0.632332581281662,0.5309799791872502,77.79467477267534,0.030796777008218257,0.027932300874066975,0.7068903199848946,0.5577748425784295,23.58181150562035,0.7779467477267533,1.091342234695915,1.299655880402987,0.887341891330719,0
2015-10-23,0.6961661779423475,0.6993250499319164,0.6857176147306926,0.6947082281112671,381776000,0.6383830279111862,0.5320709849894046,78.63120317505557,0.03151512476758023,0.028648865652769626,0.7125652131481525,0.5642008426742199,23.240650829860957,0.7863120317505558,1.0882310427086057,1.3056683181570239,0.8796410150237329,0
2015-10-26,0.6951941754354152,0.69689509745869,0.6852315576705479,0.6915493011474609,247436000,0.6446521759033204,0.5331365984678268,76.50749800750508,0.03146679194640556,0.029212450911496816,0.7144237195112106,0.5748806322954301,21.64626017437163,0.7650749800750508,1.0727479515266134,1.2971334234695087,0.8360763057479289,1
2015-10-27,0.6881474450990993,0.6954371356145587,0.6876614425580778,0.6910633444786072,208268000,0.6503988981246949,0.5342297746241093,76.16669215615259,0.031031562657697465,0.029576273260736946,0.7154195139266888,0.585378282322701,19.99407317246965,0.7616669215615259,1.062522317413453,1.2935695038054515,0.8127042542764206,1
2015-10-28,0.6954371965036956,0.6966521739959717,0.6852316057151759,0.6966521739959717,217036000,0.6552830100059509,0.5353544932603836,77.41284842964474,0.03078276756214382,0.029817572121018324,0.7187743304217779,0.591791689590124,19.378289821752087,0.7741284842964474,1.0631317512560643,1.3012913551042835,0.8257859792415687,0
2015-10-29,0.6854745539449147,0.692521213996927,0.6713811179742731,0.6725960373878479,327168000,0.6595474779605865,0.5363493339717388,62.31065006416966,0.02831803381127973,0.029517664459070607,0.7151729835246196,0.6039219723965535,16.867779022075826,0.6231065006416966,1.0197841093526874,1.254026051281138,0.6172893557995672,1
2015-10-30,0.6798857314635064,0.6942221385885989,0.6747829081195643,0.6893622875213623,301160000,0.6638848453760147,0.5374448016285897,67.1245162885791,0.02740174061186562,0.029094479689629613,0.7143671950147152,0.6134024957373141,15.208164485245362,0.6712451628857911,1.0383762972190118,1.2826662113624048,0.7523400983481188,1
2015-11-02,0.6915492197466668,0.6981099347594252,0.6874184013287562,0.6973809599876404,190088000,0.6678698778152465,0.5385371743142605,69.15373637743305,0.027011242710924033,0.028677832293888497,0.7156440532038719,0.6200957024266212,14.306432128637248,0.6915373637743305,1.0441868740493752,1.2949541707601553,0.8088601941564875,1
2015-11-03,0.6932501296397637,0.697137975711276,0.6847455206708027,0.6925211548805237,376768000,0.671210989356041,0.5395980501174926,66.47567326179202,0.026009799871602124,0.028144225809431225,0.7159723449308403,0.6264496337812416,13.337491872039614,0.6647567326179202,1.031748832874336,1.2834018854029094,0.7380420035411123,1
2015-11-04,0.6905771598652486,0.6956799245007208,0.6779416764631707,0.6811005473136902,442264000,0.67365303337574,0.5405682323873043,60.54208296409838,0.02401774006484647,0.027318928660514274,0.7148336623695855,0.6324724043818946,12.226065037512074,0.6054208296409838,1.0110554151305902,1.259971464297402,0.5904249658141845,1
2015-11-05,0.6845027204942874,0.6864466731499747,0.671381286285021,0.6733251810073853,478800000,0.6755240559577942,0.5414575490355492,56.8233260130937,0.021563045866288877,0.026167752101669196,0.7128988590828386,0.6381492528327498,11.065424775155455,0.568233260130937,0.9967449346459005,1.2435419585648408,0.4705834577502363,1
2015-11-06,0.7399041735133031,0.7761096470353985,0.7245958204921029,0.7666330337524414,1172272000,0.6821819812059402,0.5428062064945698,75.93032995544344,0.02683748116199569,0.026301697913734497,0.7324423100363237,0.6319216523755568,14.735167511031232,0.7593032995544344,1.1237954898738476,1.4123512675054697,1.3401362915024218,0
2015-11-09,0.759100518214832,0.7654182616175569,0.7525397445735565,0.7632313370704651,492568000,0.6883296281099319,0.5441486528515815,74.63362837854969,0.030392672827454503,0.0271198928964785,0.7461011087991916,0.6305581474206723,16.785992736617477,0.7463362837854969,1.1088166278214755,1.4026155041839994,1.148258518449729,0
2015-11-10,0.7532685050876405,0.7573993807011853,0.7326144166863878,0.7486517429351807,552260000,0.6936875343322754,0.5455369685590267,69.18053191769482,0.031668679610655004,0.0280296502393138,0.7529475081141006,0.6344275605504501,17.08549479381009,0.6918053191769482,1.0792348224273807,1.372320825319425,0.9637549183304108,0
2015-11-11,0.7491376680283596,0.7544834626174345,0.7386891090133219,0.7413620352745056,619896000,0.6975146174430847,0.5469272248446941,66.56184640154518,0.03172598825008133,0.02876891784146731,0.7586788818471408,0.6363503530390286,17.53777279342735,0.6656184640154518,1.062862364077981,1.355503989557337,0.858439836223332,1
2015-11-12,0.7396613101895396,0.7464650563635025,0.7355304911958145,0.7386893630027771,291080000,0.7011230289936066,0.5482477334141731,65.58167454158485,0.031196133831943196,0.02925436103956249,0.76305797398205,0.6391880840051631,17.667354352158416,0.6558167454158484,1.0535802312228901,1.3473641895473831,0.8032725226136885,1
2015-11-13,0.7394181817138465,0.7425770528536675,0.7204649548749208,0.7241098284721375,292940000,0.7034800320863723,0.549564925134182,60.36001178209458,0.029262454438286012,0.0292559797193072,0.7651462151186402,0.6418138490541044,17.53175078740447,0.6036001178209458,1.0293253474794182,1.3176056101020976,0.667269931195273,1
2015-11-16,0.7335865968222894,0.7391753655628147,0.7277547978350891,0.7386893630027771,344280000,0.7066267609596253,0.5509046287834645,63.490531953489445,0.028577027987713444,0.02912018937298845,0.7687340234724875,0.644519498446763,17.578519791273767,0.6349053195348945,1.0453741689595928,1.3408661398144146,0.7581228083954894,1
2015-11-17,0.7406333153096147,0.7450071066167023,0.7355304911958145,0.7386893630027771,257048000,0.709822091460228,0.5521855491399765,63.490531953489445,0.02771434882572399,0.028839021263535557,0.7716222972047081,0.6480218857157479,17.41287189789945,0.6349053195348945,1.0406683194139028,1.3377556948987137,0.7335531993364559,1
2015-11-18,0.7417383191656146,0.7578366080087554,0.7336892038206971,0.7568609118461609,350216000,0.7143633723258972,0.5535513283312321,67.2312928572058,0.02817220980226176,0.0287056589712808,0.7759738090236138,0.6527529356281806,17.249046937308403,0.672312928572058,1.0594900874913222,1.3672822611190143,0.8448891275415902,1
2015-11-19,0.7595438797150128,0.7666172978790058,0.7534460412665529,0.759056031703949,254072000,0.7178116112947464,0.5548884941637516,67.66232946231213,0.02838499124202487,0.028641525425429616,0.7812934520111764,0.6543297705783163,17.687604858306827,0.6766232946231213,1.0574585584298481,1.3679433610312814,0.8248521147444292,1
2015-11-20,0.7646659918656907,0.7700320871617421,0.7600316394806144,0.7656416296958923,239744000,0.7213582813739776,0.5562693847715855,68.9806155912093,0.0287535715119428,0.028663934642732255,0.7871641891276802,0.6555523736202751,18.24499959392202,0.689806155912093,1.0613888402827618,1.3763864247360638,0.8364693979122501,1
2015-11-23,0.7719831134630004,0.7719831134630004,0.7514944930336392,0.7541775107383728,242552000,0.7244896918535233,0.5575953540205956,64.08311271300056,0.027800152587068472,0.028491178231599502,0.7902840675379902,0.6586953161690564,18.162957023208865,0.6408311271300056,1.0409775587129426,1.3525534337764877,0.7256106131869443,1
2015-11-24,0.7541776458020063,0.7668611102290599,0.7507628848111184,0.7602754831314087,195428000,0.7279502987861634,0.5588834327459336,65.48677499573319,0.02722280903241414,0.02823750439176243,0.7936287359025489,0.6622718616697778,18.044758612202642,0.6548677499573319,1.044405757369901,1.3603471468030208,0.7460867353463623,1
2015-11-25,0.7588120844815747,0.7678368359145853,0.7566168558130174,0.7592998743057251,138300000,0.731082683801651,0.5601834286749363,65.04877108850046,0.026382416551562926,0.027866486823722534,0.7964665840561086,0.6656987835471934,17.88686880516974,0.6504877108850046,1.0385964421388616,1.355448653848581,0.7157808756762746,1
